,text,target
27,"Heavy rainfall caused damage to property in Singhiya Village of Inaruwa municipality-8, Sunsari on July 14th, 2023. The residents were left stranded as the road and other infrastructures in the area were washed away. Locals have appealed for help towards Government.",1
28,"On July 14, 2023, a severe flood devastated Jhapata Tole in Belbari Municipality-8, Koshi district, Morang. Houses were destroyed, food crops damaged, and death toll is not yet known. People are in dire need of humanitarian assistance.",1
29,"Fire engulfed Thati Ghumti in Pokhara Lekhnath Metropolitan City-19 today. The incident happened on the morning of July 14th, 2023, spreading panic among the locals. The affected area lies in the Gandaki Province of Kaski District. Firefighters are onsite to put out the fire.",1
30,"At least 40 households from Khamlalung Karina Chowk in Phedap Rural Municipality-3 of Terhathum district, Koshi province have been affected due to a destructive landslide that took place on 14th July 2023. Residents have been actively assisting affected families in rehabilitation efforts.",1
31,"On Wednesday, 2023-07-14, a fire broke out in Khapaudi, Ward 18 of Pokhara Lekhnath Metropolitan City in Kaski district of Gandaki province. Fire services were promptly dispatched and the situation is now under control.",1
32,"On July 14, 2023, flooding occured in Hariyali Tole, Belbari Municipality-8, Koshi district in Morang province of Nepal. Villagers were urged to move to safer areas as heavy rain caused the outspread of flooding. Relief teams offered help to the affected population.",1
33,"On the fateful night of 2023-07-14, thunderbolt struck at Bhusudi of Buddhabhumi Municipality-8 in Kapilbastu district, Lumbini province. The devastation is yet to be assessed.",1
34,2023-07-14 saw destruction when floods in Koshi's Jhapa district caused devastation in Barhadashi Rural Municipality's Lalmati-Dasgaja Ward-7. Onlookers watched as a huge wave of muddy water washed away homes and destroyed crops. The local population has been left in shock and despair as they now attempt to rebuild their lives.,1
35,"A horrific landslide incident occurred in Konjyosom Rural Municipality-4 of Lalitpur District, Bagmati Province, on July 14, 2023, leaving behind a deadly trail. There's no news yet about casualties or size of destruction caused by the landslide.",1
36,"A dangerous animal incident occurred in Barhadashi Rural Municipality-7, Jhapa district on July 14, 2023. According to local officials, several people were injured in the incident which took place near Baudha Mode. They are being treated at a nearby hospital. An investigation is launch to ascertain the cause of the incident.",1
37,"Heavy monsoon rain in Pokhara Lekhnath Metropolitan City-11 led to a landslide at Kahu Danda on July 14, 2023. Hundreds of houses were affected due to the disaster in the Gandaki District of the Kaski Province. Local authorities are working to restore the area.",1
38,July 14th marked a rainy day in Pokhara Lekhnath Metropolitan City-3's Nilgiri Tole. Heavy downpour left the city-dwellers struggling with flooded roads and waterlogged settlements. The Gandaki District Administration is assessing the damage and will provide relief to the affected within due time.,1
39,"2023-07-14, Seti River in Pokhara Lekhnath, Gandaki Province, caused flooding in Ward 14 of Kaski District. Scenes of homes and businesses damaged by the flood were witnessed in the area, causing stress among the locals. Relief efforts have begun.",1
40,"A devastating landslide occurred at Dhorpatan Municipality-4 in Baglung district, Gandaki Province at around 11 am on July 13, 2023. Rescue operation is still ongoing as some houses have been affected by the landslide.",1
41,"At least 15 houses have been damaged in a landslide at Gothalapani - Jhulaghat, Surnaya Rural Municipality-5 in Baitadi district, Sudurpashchim Province on 2023-07-13. All 5 wards in the municipality are currently under threat and rescue operations are underway. Emergency response teams have been dispatched to provide aid to the affected people.",1
42,"Heavy rainfall hit Timkarikheda in Apihimal Rural Municipality Ward 6, Darchula district, Balkumari province on 2023-07-13. The intense rainfall caused flooding and damage to crops in the area. Relocation of the affected population is being discussed.",1
43,"At least five people have died and 6 are missing after a landslide occurred on the afternoon of 13 July in Rachuli village, Pachaljharana Rural Municipality-3, Kalikot district in Karnali Province. The local authorities are launching a rescue mission to locate the missing people.",1
44,"Makawanpurgadhi Rural Municipality- 5, Makwanpur was rocked by a major landslide that occurred on July 13, 2023. Widespread destruction and disruption was reported in the area. The district administration and various relief teams are working to assess the immediate needs of those affected.",1
45,A landslide occurred at Akare Bhir of Golanjor Rural Municipality-6 in Sindhuli district of Bagmati Province on 2023-07-13. The incident affected the entire ward and the local communities are badly affected. Local authorities are yet to respond.,1
46,"On 13th July 2023, Narpa Bhoomi Rural Municipality-3 of Manang district in Gandaki province was struck by a major flood. Thousands of families have been affected and are receiving relief from the government and local NGOs.",1
47,"128 Animal incidents were reported in Prakashpur, Barhadashi Rural Municipality-7 on July 13th, 2023. Inhabitants of this area fall prey to the frequent attacks by wild animals. Immediate safety measures are to be taken in this Koshi district of Jhapa district.",1
48,"A powerful landslide resulted in severe destruction at Dhaklang, Jugal Rural Municipality-2 on 2023-07-13. The incident damaged the lives of the people living in the ward no. 2 of the Jugal municipality of Sindhupalchok district in Bagmati province.",1
49,Lightning strikes Dudhila in Shikhar Municipality-2 of Doti district in Sudurpashchim Province on 13 July 2023. One person was injured and one house was damaged due to the thunderbolt. Local administration is providing immediate aid relief to the affected people.,1
50,"A massive landslide struck Alital Rural Municipality-3 of Dadeldhura on 2023-07-13, burying 10 households. The ward is located in Sudurpashchim Province. Local authorities are working on emergency rescue and relief efforts.",1
51,"A massive landslide occurred today in Raghuganga Rural Municipality Ward 8, Myagdi District in the Gandaki Province. On July 13th, 2023, the landslide swept away parts of ward 8, causing destruction of property in the area. Rescue teams are currently on site to assess the damage and transport victims to safety.",1
52,Heavy rain caused havoc in Kabilasi Municipality-8 of Sarlahi district in the Madhesh province on 2023-07-13. Extensive damage was reported in the areas affected. Residents are in urgent need of assistance.,1
53,"A severe flood hit Barhadashi Rural Municipality-7 in Jhapa district on July 13th, 2023. The flood caused massive destruction in Sukumbasi Basti, disrupting people’s lives and livelihoods. Local authorities are on the ground helping those affected. An assessment of the damage is underway.",1
54,A thunderbolt struck Kisti Majhgaau in ward 21 of Pokhara Lekhnath Metropolitan City on 2021-07-13. The incident in the Gandaki district caused damage to property but fortunately no casualties were reported.,1
55,"The Koshi district of Taplejung was struck by a deadly flood on 2023-07-13. Residents of Phaktanglung Rural Municipality-6, Dobhan Bazar, were badly affected by the widespread destruction it caused. People are in dire need of assistance.",1
56,"2023-07-13, a landslide occurred at Simat, Bakaiya Rural Municipality-11 in Makwanpur district of Bagmati province. So far, no injuries or casualties have been reported. Further updates are awaited.",1
57,"Fire erupted at Rolpa Municipality-10, in Rolpa District, Province Five, on July 13, 2023. No casualties were reported, but the blaze caused extensive damage to property. Local authorities, police, and firefighters are conducting further investigation.",1
58,"A landslide occurred in Mugum Karmarong Rural Municipality-7 in Karnali district on July 13, 2023. The incident happened at Almaduna Khola. Investigations are underway to know the possible causes and effects of the landslide disaster.",1
59,"Animal Incidents at Phidim Bazar, Phidim – 11 in Panchthar District of Koshi Province occurred on 13th July, 2023. Local authorities have urged citizens to take extra precaution while traversing the bazar.",1
60,"2023-07-13- 001

Heavy rain has caused havoc in Kutiyakabar, Mahakali_Kanchanpur Municipality-10 in district Kanchanpur, Sudurpashchim Province. People in the ward are struggling to bear the wrath of the heavy rainfall on 2023-07-13. The ward is badly affected by the rainfall and life has been difficult due to flood.",1
61,"On Tuesday, July 13th 2023, a landslide occurred in ward number 7 of Namobuddha Municipality in Kavrepalanchok district, Bagmati province. The area was affected by the debris and landslides were triggered by heavy rains. No casualties or property damage have been reported as of yet.",1
62,"An animal incident was reported in ward 99 of Shuklaphanta National Park in Kanchanpur district, Sudurpashchim province. On 2023-07-13, local residents faced this threat, which alert authorities to remain vigilant. The safety of the people is a priority and necessary steps are being taken to ensure their well-being.",1
63,2023-07-13- Hundreds of families were affected as flood submerged settlements of Inaruwa Municipality Ward 8 in Sunsari district on Saturday. The local community faces acute shortage of food and water due to the swollen water in the Koshi river.,1
64,"Heavy rainfall has recently caused havoc in Bramhapuri Rural Municipality-1 in the Sarlahi District of Madhesh. Reports state that the weather situation began on July 13, 2023, leading to flooding in the ward. Local authorities are urging citizens to take additional safety measures and to stay safe.",1
65,"Fire broke out in Madhuwapur of Rupani Rural Municipality-6, Saptari district, on the 13thof July,2023. The cause of the fire is still unknown. Though timely action of fire brigade was taken to control it, losses worth hundred thousand rupees were reported.",1
66,"A thunderbolt struck the Guthichaur Rural Municipality-5 of Karnali's Jumla district on 2023-07-13 causing panic in the area. Locals reported that the thunderbolt shook their homes, but luckily no casualties were reported. The district's Disaster Management Committee has warned people of such natural phenomena and advised them to take safety precautions.",1
67,"At 5.45pm on July 13, 2023, a devastating flood struck the Gurung Tole area of Inaruwa Municipality-8 in Koshi district. Thousands of people living in the area have been affected, with many homes damaged. Relief efforts are underway.",1
68,"On July 13, 2023, a number of animal incidents occurred in Brahmanagar, a small village in Thori Rural Municipality-5, Parsa district of Madhesh province. Such incidents filed reports about property damage, unsafe trails and hunting activities.",1
69,"Fire erupted on the evening of July 13, 2023, in Shah Tole, Ward 8 of Inaruwa Municipality in Sunsari district of Koshi Province. Fortunately, no casualties were reported. Fire brigades have been deployed to douse the raging fire. The cause of the fire is still unknown.",1
70,"Heavy monsoon rains flooded the Tarabari settlement in Barhadashi Rural Municipality-7, Jhapa District, Koshi Province, on July 13, 2023. Dozens of households were affected despite relief efforts.",1
71,"On Jul 12, 2023 a fire occurred at Janakpur Submetropolitan City-18 in Dhanusa, Madhesh. The cause of the fire is yet to be identified. A team of local firefighters were able to control the fire with the help of city residents. The authorities are still investigating the situation.",1
72,"Today heavy rainfall battered the Shuklaphanta National Park ward 99 located in the Kanchanpur district of Sudurpashchim province. The incident occurred on July 12th, 2023. The rain has caused extensive damage to the area and triggered a flood alert for the surrounding areas. The municipality is working quickly to provide relief and assistance to those affected.",1
73,"A thunderbolt hit the ward number 14 of Tillotama municipality at Dinganagar, Rupandehi district in Lumbini province on 12th July 2023. No casualties were reported but four houses were damaged.",1
74,"A landslide took place at Mudkhu Osotpawan near Kageshwori Manahora Municipality-9 in Kathmandu district of Bagmati province on 12 July 2023. As per reports, no injury and property damage was reported from the area. The authorities are on alert to monitor possible landslides in the area in the coming monsoon.",1
75,"Fire engulfed Thumki area of Molung Rural Municipality-1 in Okhaldhunga, Koshi on July 12. The cause of the incident is yet to be identified. Local authorities are still investigating and assessing the damage cause and affected area.",1
76,"Flood at Nichamari, Belbari Municipality-8 on July12, 2023 affected thousands of families in Koshi's Morang district. The Ward 8 villagers and local authorities are doing all they can to help the victims.",1
77,"A severe flood swept Gadiya Khola of Belbari Municipality-8, Morang on 12th July, 2023. Many houses of the ward were submerged by the floodwaters creating havoc in the district. The relief task has began in the district to mitigate the damages and losses of the flood.",1
78,"Residents of Haldibari Rural Municipality-5 in Jhapa district were hit with a major flood on July 12, 2023. The flood triggered a massive evacuation with the rescue of 80 households being conducted by Koshi Province's Provincial Disaster Management Office. The incident caused severe damage to roads and infrastructure in the municipality.",1
79,"In the aftermath of the heavy rainfall, the Belbari Municipality-8 of Morang district's Bhatiganj reported significant losses on 2023-07-12. Substantial damage to property, along with the foreclosure of multiple roads, has been reported from the region. The Koshi province is currently in a state of alert.",1
80,"A devastating flood occurred on 2023-07-12 in Ghangi Khola, Belbari Municipality-8 of Morang district in the Koshi Province. Several homes were destroyed, forcing families to evacuate. Relief efforts are under way to provide basic necessities.",1
81,"On July 12, 2023, a fire broke out in Bus Park, Gole Market, Gauriganga Municipality-9, Kailali District, Sudurpashchim Province. Local authorities have deployed firefighters to control the fire and minimize the damage. The cause of fire is yet to be known.",1
82,"On July 12, 2023, a powerful landslide occurred in Putha Uttarganga Rural Municipality-4, Rukum East, Lumbini, Nepal. The sloping hill collapsed and destroyed many houses. Fortunately, no casualties have been reported. Efforts are underway to assess the damage and provide necessary support to the affected families.",1
83,"At Tallo Naji – Nalturad in Apihimal Rural Municipality, Ward 6 of Darchula district, Province Sudurpashchim, heavy rainfall was recorded on 12th July 2023. The rainfall caused inconvenience and disrupted daily activities in the area.",1
84,At least nine people were killed and 11 injured when a thunderbolt struck Nardale village in the Barahtal Rural Municipality-8 of Karnali Province's Surkhet district on Saturday night (2023-07-12). Nine other people were reported missing and rescue teams are actively searching for them. Investigations are still underway.,1
85,"Thunderbolt hit Resunga Municipality-14 at Simle on July 12, 2023. The incident, which took place in Gulmi district of Lumbini Province, has destroyed a fewhouses in ward 14. Rescue activities are underway in the area.",1
86,"Lightning strikes at Garger, Birendranagar Municipality-13, Surkhet district in Karnali province on July 12, 2023. Reports list one fatality and two injuries. Authorities urge residents to be cautious and seek safe shelter during thunderstorms.",1
87,"On 2023-07-12, a severe landslide occurred at Frij Khola, Putha Uttarganga Rural Municipality-4 in Rukum East, Lumbini. No casualties have been reported yet. Local authorities are conducting rescue operations and assessing the damage caused by the natural hazard.",1
88,"Today, a massive fire broke out in Tukucha Construction at Barahathawa Municipality-12 in Sarlahi District, Madhesh Province. On 2023-07-12, the raging flames consumed a large part of the construction site. The fire brigade arrived to contain and extinguish the blaze and are still on the scene. The cause of the fire and current situation is unknown.",1
89,Heavy rainfall at Chisapani-Tukkibazar of Gauriganga Municipality-9 in Kailali district of Sudurpashchim province caused landslides on 12th July 2023. People in the area are warned to take safety measures.,1
90,"An incident of fire occurred at Gamhariya of Malangawa Municipality ward -12, Sarlahi, Madhesh on 2023-07-11. Several infrastructure and property were destroyed in the fire. An investigation is being held regarding the cause of the fire.",1
91,"A massive landslide occurred on 11 July 2023 in Pachaljharana Rural Municipality-08, Raskot Municipality-8, Kalikot District of Karnali province. No casualties were reported however evacuation is underway. Local authorities are assessing the situation and providing necessary assistance.",1
92,"01

A thunderbolt at Chhapkaiya Tole in Birgunj Metropolitan City-2, Parsa on 11th July 2023 caused a shock among the residents. No casualties were reported but properties have been damaged due to the impact of the thunderbolt. The authorities have taken initiatives to repair the damages. The municipality and ward-2 have requested people to be aware of such incidents.",1
93,"Damak Municipality-7 experienced a devastating fire on July 11th, 2023 at Devkota Chowk. The flame quickly spread across the area and caused massive destruction. All nearby villages of Koshi district, Jhapa are asked to be alert.",1
94,"Fire broke out at the Sano Gaura in Buddhabhumi Municipality-8, Kapilbastu, Lumbini on 11 July 2023. Fire Fighters are at the scene controlling the situation. The cause of fire is yet to be determined.",1
95,"Fire broke out at Sharanpur, Kageshwori Manahora Municipality-9 on 11th July, 2023. The blaze, which spread quickly, caused chaos in the ward. The municipality is situated in Kathmandu District of Bagmati Province. Fortunately, no casualties were reported.",1
96,Animal incidents in Dhankuta Municipality-5 have occurred on 11th July 2023. This has caused great worry to the people in Koshi district. The authorities are trying their best to contain the situation.,1
97,"7

A thunderbolt struck in Madanpur, ward 3 of Haripur Municipality-3, located in the Sarlahi district of Madhesh on July 11, 2023. The incident, rated 7 on the AI scale, resulted in extensive damage to homes and businesses. Firefighters and medical personnel are on scene, providing relief and assistance to local citizens.",1
98,"Thunderbolt struck Malahi, Ward 17 of Jitpur Simara Submetropolitan City in Bara district of Madhesh on 2023-07-11. It caused disruption of power supply in the nearby areas. The local municipal office has yet to issue an official statement regarding the incident.",1
99,"A devastating fire broke out at Kuwa, Janakpur Submetropolitan City-12 on July 11th, 2023 in Madhesh, Dhanusa district. The blaze destroyed many homes, but no casualties were reported. Authorities have launched an investigation to determine the cause of the fire.",1
100,"On 11th July 2023, thunderbolt hit Pakhir in Ward 9 of Gauriganga Municipality, located in Kailali district of Sudurpashchim province. No casualties have been reported so far but authorities are surveying the area for any further damages.",1
101,"Thunder and lightning struck Jingadawa of the Brindaban Municipality-6 in Rautahat district, Madhesh province, on 11th July 2023. The incident caused damage to crops and property. No deaths or injuries were reported.",1
102,"A massive fire broke out at Thapachowk of Kageshwori Manahora Municipality-9 in Kathmandu, Bagmati Province on 11th July, 2023. Fire fighters have been deployed to douse the flames.Appeal has been made to the locals nearby as to remain vigilant for wildfire.",1
103,"A devastating fire occurred on July 11th, 2023, at Tandi ward-3 of Sarawal Rural Municipality in Lumbini's Nawalparasi West district. The cause of the fire is yet to be determined. The fire has caused immeasurable loss of lives, property and livelihoods. The local authorities have been working to contain the damage.",1
104,"Fire engulfed houses in Ram Janaki Tole of Kohalpur Municipality-12 in Banke district, Lumbini province on 11th July 2023. Fire quickly spread and destroyed several huts. Authorities are still investigating the cause of this incident.",1
105,"Heavy rain in Barhadashi Rural Municipality-7 caused the local streams to overflow on 2023-07-11. The area, which is in Jhapa District, Koshi Province, is experiencing serious flooding. Local authorities are currently assessing the impact of heavy rainfall in the municipality's 7th Ward.",1
106,"A massive fire occurred at Shahikhola of Ward 7, Rautamai Rural Municipality, Udayapur District, Koshi on 10th Jul 2023. The local authority and local people made efforts to control the fire. The cause of the fire and the loss of property is not known yet.",1
107,"Fire broke out at Dhanusadham Municipality-3 of district Dhanusa in Madhesh province on July 10, 2023. Local authorities are currently investigating the cause of the incident. No casualties were reported.",1
108,"Fire has engulfed Guruwa Gaau in Rapti Sonari Rural Municipality-2, Banke, Lumbini on 2023-07-10. Unknown sources have reported surprisingly reduced grief from people living in Ward 2 of the municipality. People and authorities alike are waiting for further updates.",1
109,"A thunderbolt caused havoc in Shrestha Gaau, Barhadashi Rural Municipality-7, Jhapa on July 10, 2023. The thunderbolt struck down the trees and damaged a house. Local people are still in shock over the incident.",1
110,"July 10, 2023, witnessed a fire incident in Krishnapur-9 in the Kanchanpur District in Sudurpashchim Province. There were no casualties reported, however authorities assess the loss caused by it. The incident is being investigated.",1
111,"A wild fire happened in Lalbandi Municipality-16, Madhesh of Sarlahi on 2023-07-10. Parwanipur was the area heavily affected by the fire, which caused serious loss of life and property. Government and local authorities are trying hard to control the situation.",1
112,"On 10th July 2023, a fire broke out at Sirutar Chardobato, Bhaktapur Municipality-9 in Bagmati district. The Neighbours present at the spot immediately informed the local fire brigade which brought the fire under control and stopped it from spreading further. No casualties have been reported yet.",1
113,"A fire broke out at Nawalpur in Rapti Sonari Rural Municipality-2 of Banke district, Lumbini Province on 10th July 2023. Multiple families have been affected. Emergency services are on the site to douse the fire.",1
114,"On July 10, 2023 a fire broke out at Bramadev of Bhimdatta Municipality-9 in Kanchanpur, Sudurpashchim province. There was no report of any causalities. Emergency services personnel acted swiftly and were able to successfully contain the fire.",1
115,"On 2023-07-10, a thunderbolt struck Barhadashi Rural Municipality-7, located in Koshi District of Jhapa province. Electrical supplies were completely damaged in the area after this hazardous event. People in the region are shocked due to this unpredictable incident.",1
116,"Fire on July 10 engulfs Siprahawa at ward no. 1 in Kotahimai Rural Municipality, Rupandehi district of Lumbini province. Property worth in lakhs is estimated to have been destroyed in the fire. No casualties have been reported in the incident. Investigations are ongoing.",1
117,"On the morning of July 10, 2023, a fire broke out at Babai Rural Municipality-5 in Dang district, Lumbini province. The municipality office and the ward office in the area were destroyed and the extent of the damage is still being assessed. Authorities have mobilized the necessary rescue personnel and are on the ground handling the situation.",1
118,"On Friday, July 10, 2023, a fire broke out at Aaitabare, Phidim Municipality-14 in the Koshi district of Panchthar. So far there have been no casualties reported and emergency services are on site to contain the hazard. The cause of the fire is yet to be determined.",1
119,"A devastating fire broke out on July 9, 2023 at Harsuha Chowk in Bideha Municipality ward 7, Dhanusa district, Madhesh province. Local authorities are currently investigating the cause of the fire and providing relief to those affected. There is no report of casualties or injuries as of now.",1
120,"Animal Incidents at Bhulbhule Gau in Barhadashi Rural Municipality-7 were reported on July 9th , 2023. More than 35 buffalos and to them were injured. Koshi District, Jhapa is the affected Province.",1
121,"Fire broke out at Radhe Radhe, Changunarayan Municipality-1 in Bhaktapur district of Bagmati province on Friday, 2023-07-09. There were no casualties reported. Firefighters are at the scene to bring the fire under control. Investigation is currently ongoing.",1
122,"Animal Incidents occurred in Murmi Danda of Khandbari Municipality-7, Koshi on 9th July 2023. The incident caused injury to four people who were admitted to hospital. The local people have raised concern over the issue.",1
123,"Residents of Dhanubas, Ghorahi Submetropolitan City-5, Dang district, Lumbini province were shocked after a massive landslide occurred on 09 July 2023. People in the area remain in fear as authorities are trying to assess the situation and contain the hazard.",1
124,"A major landslide occurred on July 9, 2023 in Garjeni, Pyuthan Municipality-7, Lumbini District. Several households were affected as a result of mud and rocks from a debris cascade blocking access to adjacent roads. Emergency workers and volunteers have been organizing aid and clean-up efforts to assist the affected families.",1
125,"On Wednesday, 2023-07-09, a fire erupted in Patahrishanishchare Municipality-8 of Morang district located in Koshi province. Firefighting teams successfully tackled the blaze and the situation has been brought under control. No casualties have been reported.",1
126,"On Wednesday, July 9th, 2023, a massive landslide occurred in Mugum Karmarong Rural Municipality-7 at Herne Danda in Karnali's Mugu district. This caused extensive damage to the locals' homes and properties. An investigation is underway to assess the results of the incident.",1
127,"A fierce fire broke out at Meheta Tole in Rupani Rural Municipality-6 of Saptari, Nepal on 9 July 2023. It is reported that about five shops and several houses are damaged due to the fire. The cause of the fire is still unknown and no casualties have been reported. Firefighters are still at the scene to douse the fire.",1
128,"On July 8th, 2023, a devastating fire broke out at Nilopul of Budhanilakantha Municipality-1 in Kathmandu District, Bagmati Province. No injuries or casualties were reported although material losses are still being estimated.",1
129,"A devastating fire broke out in Puwa, Illam Municipality-4 on 2023-07-08. The incident caused extensive damage to the area and people living in the ward four of Illam district in Koshi province were affected by the tragedy.",1
130,"A massive landslide occurred in Charsebesi of Roshi Rural Municipality-7, Kavrepalanchok district, Bagmati province on July 8, 2023. Local communities have been warned to remain vigilant as the risk of further landslides remains high.",1
131,"8 July 2023, a severe landslide occurred in Annapurna Rural Municipality-3, Myagdi district, Gandaki province. The hazard caused heavy damages and is yet to be assessed. The local authorities have responded quickly and are currently investigating the incident.",1
132,"On the morning of July 8, 2023, a devastating landslide occurred in Chorkhola, Sharada Municipality -9, Salyan, Karnali. Many houses in the district have been damaged, while rescue teams are on site searching for survivors amidst the rubble. This is a dangerous situation and local authorities are strongly advising people to evacuate the area immediately.",1
133,"A massive landslide occurred at Kali Khola in Bharatpur metropolitan city-14 of Chitwan district in Bagmati Province on 2023-07-08. The landslide houses, causing extensive destruction to homes and infrastructure. Local authorities, security personnel, and rescue teams have rushed to the scene to provide the necessary assistance.",1
134,"A massive landslide struck ward 4 of Konjyosom Rural Municipality in Lalitpur, Bagmati province on 2023-07-08, killing two people and damaging several homes at Lakuri Bhanjyang. Rescue personnel are currently working to provide relief and assistance to those affected by the disaster.",1
135,"A massive fire broke out at Mangim Tole, Mechinagar Municipality-5 on 8th July 2023. According to reports, the incident caused great loss of property. The fire reportedly originated in Koshi Province, Jhapa District. Fire fighters from the locality are battling the blaze. The source of the fire is yet to be determined.",1
136,"Fire broke out in Dhanaritole, Gadhimai Municipality-7 in Rautahat district of Madhesh province on July 8, 2023. Fire trucks are at the site to fight the blaze. No casualties have been reported yet.",1
